student_id,fakultas,semester,wellbeing_score,academic_pressure,social_support,career_readiness,cluster_id,cluster_name,topik_keluhan,sentimen
MHS-00259,Ekonomi dan Bisnis,8,52,48,38,65,3,Social Adaptation,Dukungan dosen dan dosen wali,Netral
MHS-00260,Kedokteran,3,79,44,86,66,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-00261,Ilmu Budaya,5,55,62,55,48,3,Social Adaptation,Dukungan dosen dan dosen wali,Netral
MHS-00262,Teknik,4,51,52,63,46,2,Career Concern,Kegiatan dan komunitas,Negatif
MHS-00263,Ekonomi dan Bisnis,1,69,36,76,81,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-00264,Hukum,3,45,74,37,53,3,Social Adaptation,Dukungan dosen dan dosen wali,Negatif
MHS-00265,Kedokteran,2,52,56,28,67,3,Social Adaptation,Kegiatan dan komunitas,Positif
MHS-00266,MIPA,6,48,83,31,51,3,Social Adaptation,Beban tugas dan ujian,Negatif
MHS-00267,MIPA,1,56,88,54,46,1,Academic Pressure,Beban tugas dan ujian,Positif
MHS-00268,Hukum,7,62,57,64,43,2,Career Concern,Kecemasan karier dan magang,Negatif
MHS-00269,Ekonomi dan Bisnis,4,64,63,44,43,2,Career Concern,Kegiatan dan komunitas,Netral
MHS-00270,Ilmu Budaya,1,85,35,78,77,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Negatif
MHS-00271,Ekonomi dan Bisnis,4,39,64,24,58,3,Social Adaptation,Kecemasan karier dan magang,Negatif
MHS-00272,Hukum,7,66,46,62,43,2,Career Concern,Kegiatan dan komunitas,Positif
MHS-00273,Kedokteran,2,58,55,84,73,4,Balanced Wellbeing,Beban tugas dan ujian,Positif
MHS-00274,Ekonomi dan Bisnis,7,60,61,83,75,4,Balanced Wellbeing,Beban tugas dan ujian,Netral
MHS-00275,Hukum,6,43,97,62,48,1,Academic Pressure,Biaya kuliah dan keuangan,Negatif
MHS-00276,Kedokteran,7,48,78,61,57,1,Academic Pressure,Beban tugas dan ujian,Netral
MHS-00277,Hukum,1,57,64,68,54,2,Career Concern,Kecemasan karier dan magang,Positif
MHS-00278,Ekonomi dan Bisnis,1,42,89,52,46,1,Academic Pressure,Kesepian dan adaptasi sosial,Positif
MHS-00279,Ekonomi dan Bisnis,3,59,90,57,53,1,Academic Pressure,Kecemasan karier dan magang,Positif
MHS-00280,Teknik,4,44,58,38,56,3,Social Adaptation,Dukungan dosen dan dosen wali,Negatif
MHS-00281,MIPA,7,74,48,75,75,4,Balanced Wellbeing,Kegiatan dan komunitas,Positif
MHS-00282,Ekonomi dan Bisnis,1,47,73,60,52,2,Career Concern,Layanan kampus dan fasilitas,Netral
MHS-00283,Ekonomi dan Bisnis,4,55,59,61,48,2,Career Concern,Dukungan dosen dan dosen wali,Positif
MHS-00284,MIPA,6,55,51,63,36,2,Career Concern,Kesepian dan adaptasi sosial,Negatif
MHS-00285,Kedokteran,4,50,75,58,43,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-00286,Ilmu Budaya,6,78,44,85,73,4,Balanced Wellbeing,Kegiatan dan komunitas,Positif
MHS-00287,Kedokteran,3,57,52,51,37,2,Career Concern,Layanan kampus dan fasilitas,Positif
MHS-00288,MIPA,4,71,44,82,74,4,Balanced Wellbeing,Beban tugas dan ujian,Netral
MHS-00289,Kedokteran,1,56,91,68,44,1,Academic Pressure,Beban tugas dan ujian,Negatif
MHS-00290,Hukum,7,40,80,66,57,1,Academic Pressure,Layanan kampus dan fasilitas,Negatif
MHS-00291,Ekonomi dan Bisnis,6,61,77,66,49,1,Academic Pressure,Kecemasan karier dan magang,Netral
MHS-00292,MIPA,7,74,50,92,74,4,Balanced Wellbeing,Kegiatan dan komunitas,Positif
MHS-00293,Ilmu Budaya,3,68,52,39,68,3,Social Adaptation,Biaya kuliah dan keuangan,Positif
MHS-00294,Kedokteran,8,50,79,52,40,1,Academic Pressure,Beban tugas dan ujian,Negatif
MHS-00295,Ekonomi dan Bisnis,7,48,82,45,60,1,Academic Pressure,Kesepian dan adaptasi sosial,Positif
MHS-00296,Ilmu Budaya,2,78,35,80,68,4,Balanced Wellbeing,Kegiatan dan komunitas,Positif
MHS-00297,MIPA,2,80,48,70,83,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Netral
MHS-00298,Teknik,6,52,80,58,49,1,Academic Pressure,Kecemasan karier dan magang,Positif
MHS-00299,Ilmu Budaya,8,64,43,78,77,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-00300,Hukum,5,69,39,84,77,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-00301,Kedokteran,7,62,56,57,37,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-00302,Teknik,2,53,73,62,62,1,Academic Pressure,Dukungan dosen dan dosen wali,Negatif
MHS-00303,MIPA,8,35,56,41,50,3,Social Adaptation,Layanan kampus dan fasilitas,Positif
MHS-00304,Hukum,3,73,36,91,65,4,Balanced Wellbeing,Beban tugas dan ujian,Positif
MHS-00305,Hukum,7,49,87,58,52,1,Academic Pressure,Kecemasan karier dan magang,Positif
MHS-00306,Ilmu Budaya,6,63,72,62,55,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-00307,Ekonomi dan Bisnis,2,69,39,72,78,4,Balanced Wellbeing,Beban tugas dan ujian,Netral
MHS-00308,MIPA,8,45,68,31,64,3,Social Adaptation,Beban tugas dan ujian,Negatif
MHS-00309,Teknik,8,43,66,46,49,3,Social Adaptation,Biaya kuliah dan keuangan,Positif
MHS-00310,Ekonomi dan Bisnis,3,56,69,60,40,2,Career Concern,Biaya kuliah dan keuangan,Positif
MHS-00311,Ilmu Budaya,8,38,87,57,57,1,Academic Pressure,Kegiatan dan komunitas,Netral
MHS-00312,MIPA,1,87,51,68,81,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-00313,Ilmu Budaya,7,30,86,53,45,1,Academic Pressure,Dukungan dosen dan dosen wali,Positif
MHS-00314,Kedokteran,3,38,66,52,45,2,Career Concern,Kegiatan dan komunitas,Positif
MHS-00315,Ekonomi dan Bisnis,4,54,63,43,34,2,Career Concern,Dukungan dosen dan dosen wali,Negatif
MHS-00316,Ekonomi dan Bisnis,1,87,43,75,74,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-00317,Kedokteran,4,70,39,74,79,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-00318,MIPA,5,80,63,52,54,3,Social Adaptation,Biaya kuliah dan keuangan,Netral
MHS-00319,Hukum,5,55,65,51,27,2,Career Concern,Kecemasan karier dan magang,Negatif
MHS-00320,Hukum,1,79,35,73,63,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-00321,Kedokteran,4,57,49,76,43,2,Career Concern,Dukungan dosen dan dosen wali,Netral
MHS-00322,Ekonomi dan Bisnis,5,34,61,46,44,3,Social Adaptation,Beban tugas dan ujian,Negatif
MHS-00323,Ekonomi dan Bisnis,6,66,51,47,51,3,Social Adaptation,Kecemasan karier dan magang,Positif
MHS-00324,Hukum,2,57,66,67,36,2,Career Concern,Kesepian dan adaptasi sosial,Positif
MHS-00325,Ekonomi dan Bisnis,6,57,62,64,40,2,Career Concern,Kesepian dan adaptasi sosial,Positif
MHS-00326,Ekonomi dan Bisnis,6,51,78,61,55,1,Academic Pressure,Dukungan dosen dan dosen wali,Negatif
MHS-00327,Ekonomi dan Bisnis,7,71,43,83,60,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-00328,MIPA,4,35,79,71,46,1,Academic Pressure,Beban tugas dan ujian,Netral
MHS-00329,Ekonomi dan Bisnis,2,73,49,72,81,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-00330,Ilmu Budaya,6,41,60,36,54,3,Social Adaptation,Kegiatan dan komunitas,Negatif
MHS-00331,MIPA,3,59,72,70,53,2,Career Concern,Beban tugas dan ujian,Negatif
MHS-00332,Hukum,2,75,55,100,81,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Positif
MHS-00333,Hukum,1,62,64,60,38,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-00334,MIPA,2,47,54,45,52,3,Social Adaptation,Biaya kuliah dan keuangan,Negatif
MHS-00335,Kedokteran,3,47,91,58,63,1,Academic Pressure,Beban tugas dan ujian,Netral
MHS-00336,MIPA,8,58,61,65,46,2,Career Concern,Kecemasan karier dan magang,Positif
MHS-00337,Kedokteran,8,85,39,58,79,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-00338,Teknik,1,60,53,61,40,2,Career Concern,Kegiatan dan komunitas,Negatif
MHS-00339,Kedokteran,3,82,44,79,66,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-00340,Teknik,3,66,48,53,32,2,Career Concern,Dukungan dosen dan dosen wali,Positif
MHS-00341,MIPA,7,55,77,47,48,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-00342,Ilmu Budaya,8,80,45,83,72,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-00343,Hukum,6,62,43,79,68,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Netral
MHS-00344,MIPA,1,50,69,34,50,3,Social Adaptation,Beban tugas dan ujian,Netral
MHS-00345,Kedokteran,1,78,43,74,74,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-00346,Ilmu Budaya,6,34,85,40,57,1,Academic Pressure,Beban tugas dan ujian,Positif
MHS-00347,MIPA,5,67,62,68,31,2,Career Concern,Layanan kampus dan fasilitas,Netral
MHS-00348,MIPA,8,64,46,66,38,2,Career Concern,Dukungan dosen dan dosen wali,Netral
MHS-00349,Kedokteran,6,77,53,89,55,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-00350,Teknik,7,75,37,79,79,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-00351,Ilmu Budaya,8,32,91,60,42,1,Academic Pressure,Dukungan dosen dan dosen wali,Netral
MHS-00352,MIPA,3,47,71,45,56,1,Academic Pressure,Dukungan dosen dan dosen wali,Netral
MHS-00353,MIPA,4,44,50,54,43,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-00354,Hukum,6,83,54,87,67,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Positif
MHS-00355,Hukum,3,45,70,58,49,1,Academic Pressure,Layanan kampus dan fasilitas,Netral
MHS-00356,Hukum,5,66,41,91,69,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-00357,Kedokteran,5,60,60,60,57,2,Career Concern,Kecemasan karier dan magang,Positif
MHS-00358,Hukum,4,90,48,92,83,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Netral
MHS-00359,Ilmu Budaya,6,71,34,87,76,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-00360,Hukum,6,81,39,81,85,4,Balanced Wellbeing,Kegiatan dan komunitas,Netral
MHS-00361,Ekonomi dan Bisnis,2,79,54,83,73,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-00362,Teknik,3,48,81,36,55,1,Academic Pressure,Biaya kuliah dan keuangan,Netral
MHS-00363,Hukum,6,71,59,77,73,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-00364,Ekonomi dan Bisnis,6,49,65,66,47,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-00365,Hukum,6,64,61,39,57,3,Social Adaptation,Kesepian dan adaptasi sosial,Negatif
MHS-00366,Teknik,7,64,86,44,61,1,Academic Pressure,Biaya kuliah dan keuangan,Netral
MHS-00367,Hukum,4,65,56,77,74,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Netral
MHS-00368,Ekonomi dan Bisnis,7,75,45,90,78,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-00369,Ekonomi dan Bisnis,1,77,34,92,69,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Netral
MHS-00370,Ilmu Budaya,7,47,85,62,36,1,Academic Pressure,Kesepian dan adaptasi sosial,Netral
MHS-00371,MIPA,1,38,59,28,48,3,Social Adaptation,Dukungan dosen dan dosen wali,Positif
MHS-00372,Ilmu Budaya,7,53,49,58,61,2,Career Concern,Kegiatan dan komunitas,Netral
MHS-00373,Ekonomi dan Bisnis,5,36,91,35,46,1,Academic Pressure,Dukungan dosen dan dosen wali,Positif
MHS-00374,Teknik,1,51,61,41,54,3,Social Adaptation,Layanan kampus dan fasilitas,Netral
MHS-00375,Hukum,3,57,42,57,50,2,Career Concern,Kecemasan karier dan magang,Negatif
MHS-00376,MIPA,8,43,72,67,56,1,Academic Pressure,Dukungan dosen dan dosen wali,Netral
MHS-00377,Hukum,4,46,72,52,55,1,Academic Pressure,Beban tugas dan ujian,Negatif
MHS-00378,MIPA,6,52,70,60,39,2,Career Concern,Kegiatan dan komunitas,Negatif
MHS-00379,Ekonomi dan Bisnis,6,50,94,40,57,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-00380,Ekonomi dan Bisnis,4,54,71,46,44,3,Social Adaptation,Biaya kuliah dan keuangan,Positif
MHS-00381,MIPA,4,82,36,84,64,4,Balanced Wellbeing,Beban tugas dan ujian,Netral
MHS-00382,Hukum,5,59,52,64,57,2,Career Concern,Kecemasan karier dan magang,Negatif
MHS-00383,Ekonomi dan Bisnis,3,49,46,65,33,2,Career Concern,Kesepian dan adaptasi sosial,Negatif
MHS-00384,Ilmu Budaya,4,83,56,82,73,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-00385,Teknik,6,52,54,52,49,3,Social Adaptation,Beban tugas dan ujian,Netral
MHS-00386,Kedokteran,2,75,55,85,84,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-00387,Teknik,3,61,53,66,27,2,Career Concern,Kesepian dan adaptasi sosial,Negatif
MHS-00388,Ekonomi dan Bisnis,7,50,88,54,48,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-00389,Ekonomi dan Bisnis,3,48,53,56,47,2,Career Concern,Kecemasan karier dan magang,Netral
MHS-00390,MIPA,1,47,87,65,49,1,Academic Pressure,Dukungan dosen dan dosen wali,Positif
MHS-00391,Ilmu Budaya,3,40,76,49,52,1,Academic Pressure,Kegiatan dan komunitas,Netral
MHS-00392,Teknik,4,56,72,47,52,3,Social Adaptation,Kesepian dan adaptasi sosial,Negatif
MHS-00393,Ilmu Budaya,1,67,45,82,76,4,Balanced Wellbeing,Kegiatan dan komunitas,Netral
MHS-00394,Hukum,7,58,56,56,58,3,Social Adaptation,Layanan kampus dan fasilitas,Negatif
MHS-00395,Hukum,2,66,56,62,36,2,Career Concern,Kesepian dan adaptasi sosial,Negatif
MHS-00396,Hukum,1,72,62,75,76,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Netral
MHS-00397,MIPA,5,50,74,61,57,1,Academic Pressure,Biaya kuliah dan keuangan,Positif
MHS-00398,Ilmu Budaya,3,52,47,50,51,2,Career Concern,Biaya kuliah dan keuangan,Netral
MHS-00399,Teknik,4,51,54,48,70,3,Social Adaptation,Kesepian dan adaptasi sosial,Positif
MHS-00400,Teknik,3,61,45,52,36,2,Career Concern,Kesepian dan adaptasi sosial,Positif
MHS-00401,Teknik,1,55,78,60,54,1,Academic Pressure,Dukungan dosen dan dosen wali,Negatif
MHS-00402,Hukum,8,47,51,51,53,3,Social Adaptation,Kesepian dan adaptasi sosial,Negatif
MHS-00403,MIPA,3,54,75,25,57,3,Social Adaptation,Dukungan dosen dan dosen wali,Negatif
MHS-00404,MIPA,4,61,81,50,58,1,Academic Pressure,Layanan kampus dan fasilitas,Negatif
MHS-00405,Kedokteran,4,48,51,31,54,3,Social Adaptation,Layanan kampus dan fasilitas,Positif
MHS-00406,Kedokteran,2,52,90,46,48,1,Academic Pressure,Kegiatan dan komunitas,Netral
MHS-00407,Ekonomi dan Bisnis,6,75,54,73,80,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-00408,Hukum,4,50,83,37,32,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-00409,Kedokteran,2,50,76,64,58,1,Academic Pressure,Layanan kampus dan fasilitas,Positif
MHS-00410,Ilmu Budaya,4,73,65,72,57,4,Balanced Wellbeing,Kecemasan karier dan magang,Positif
MHS-00411,Teknik,8,48,93,57,55,1,Academic Pressure,Layanan kampus dan fasilitas,Negatif
MHS-00412,MIPA,5,71,51,93,64,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Negatif
MHS-00413,MIPA,1,58,55,53,42,2,Career Concern,Layanan kampus dan fasilitas,Negatif
MHS-00414,Hukum,4,65,66,61,44,2,Career Concern,Kesepian dan adaptasi sosial,Netral
MHS-00415,Kedokteran,3,42,80,44,53,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-00416,Hukum,4,50,65,41,34,2,Career Concern,Kegiatan dan komunitas,Negatif
MHS-00417,Teknik,3,54,63,66,42,2,Career Concern,Kesepian dan adaptasi sosial,Negatif
MHS-00418,MIPA,1,47,48,34,67,3,Social Adaptation,Kesepian dan adaptasi sosial,Negatif
MHS-00419,Kedokteran,5,49,78,54,45,1,Academic Pressure,Biaya kuliah dan keuangan,Negatif
MHS-00420,Kedokteran,6,79,55,77,70,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Netral
MHS-00421,Ekonomi dan Bisnis,6,71,50,76,70,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Netral
MHS-00422,Kedokteran,7,51,86,52,58,1,Academic Pressure,Biaya kuliah dan keuangan,Positif
MHS-00423,Ekonomi dan Bisnis,4,67,44,87,87,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-00424,Teknik,1,45,84,63,48,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-00425,Ekonomi dan Bisnis,5,54,91,60,47,1,Academic Pressure,Kesepian dan adaptasi sosial,Netral
MHS-00426,MIPA,5,39,68,50,60,1,Academic Pressure,Layanan kampus dan fasilitas,Negatif
MHS-00427,MIPA,5,38,75,48,44,1,Academic Pressure,Biaya kuliah dan keuangan,Negatif
MHS-00428,Ekonomi dan Bisnis,6,54,62,71,44,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-00429,Ekonomi dan Bisnis,1,74,46,73,76,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-00430,Kedokteran,2,64,71,55,48,2,Career Concern,Kesepian dan adaptasi sosial,Netral
MHS-00431,Kedokteran,7,47,56,32,50,3,Social Adaptation,Kecemasan karier dan magang,Positif
MHS-00432,Teknik,3,45,57,34,54,3,Social Adaptation,Beban tugas dan ujian,Positif
MHS-00433,Teknik,8,64,66,65,44,2,Career Concern,Kecemasan karier dan magang,Negatif
MHS-00434,Ekonomi dan Bisnis,1,62,49,72,87,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Positif
MHS-00435,Hukum,4,56,69,56,48,1,Academic Pressure,Kesepian dan adaptasi sosial,Positif
MHS-00436,Ilmu Budaya,7,34,85,32,48,1,Academic Pressure,Dukungan dosen dan dosen wali,Positif
MHS-00437,Kedokteran,4,75,35,86,80,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Positif
MHS-00438,Teknik,7,43,76,58,57,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-00439,Ilmu Budaya,2,74,41,80,68,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Netral
MHS-00440,Ekonomi dan Bisnis,8,60,66,33,44,3,Social Adaptation,Kecemasan karier dan magang,Negatif
MHS-00441,Hukum,3,68,51,69,45,2,Career Concern,Biaya kuliah dan keuangan,Positif
MHS-00442,Hukum,8,56,55,64,50,2,Career Concern,Biaya kuliah dan keuangan,Positif
MHS-00443,Ilmu Budaya,1,39,80,59,42,1,Academic Pressure,Kegiatan dan komunitas,Netral
MHS-00444,Hukum,7,56,71,55,64,1,Academic Pressure,Kecemasan karier dan magang,Netral
MHS-00445,Teknik,1,44,72,45,64,3,Social Adaptation,Kegiatan dan komunitas,Positif
MHS-00446,Ilmu Budaya,5,48,83,50,45,1,Academic Pressure,Beban tugas dan ujian,Negatif
MHS-00447,Hukum,1,78,54,82,71,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Netral
MHS-00448,Teknik,5,54,45,61,46,2,Career Concern,Beban tugas dan ujian,Positif
MHS-00449,Hukum,3,70,44,74,73,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Positif
MHS-00450,Ekonomi dan Bisnis,3,44,68,29,43,3,Social Adaptation,Layanan kampus dan fasilitas,Negatif
MHS-00451,Kedokteran,6,69,48,70,96,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Positif
MHS-00452,Kedokteran,6,44,59,39,39,3,Social Adaptation,Kesepian dan adaptasi sosial,Negatif
MHS-00453,Kedokteran,4,68,40,86,73,4,Balanced Wellbeing,Kecemasan karier dan magang,Positif
MHS-00454,Ekonomi dan Bisnis,2,48,72,20,51,3,Social Adaptation,Beban tugas dan ujian,Negatif
MHS-00455,MIPA,4,76,52,76,83,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Negatif
MHS-00456,Hukum,5,68,52,63,40,2,Career Concern,Beban tugas dan ujian,Positif
MHS-00457,Teknik,4,48,74,58,44,1,Academic Pressure,Dukungan dosen dan dosen wali,Netral
MHS-00458,Ekonomi dan Bisnis,6,70,50,89,76,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Netral
MHS-00459,Ilmu Budaya,5,89,43,76,72,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-00460,Hukum,3,57,64,46,62,3,Social Adaptation,Kegiatan dan komunitas,Negatif
MHS-00461,Teknik,5,53,72,37,52,3,Social Adaptation,Kegiatan dan komunitas,Negatif
MHS-00462,Hukum,1,41,85,57,58,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-00463,Ekonomi dan Bisnis,6,71,47,94,78,4,Balanced Wellbeing,Kecemasan karier dan magang,Positif
MHS-00464,Teknik,6,65,76,65,41,1,Academic Pressure,Dukungan dosen dan dosen wali,Positif
MHS-00465,MIPA,8,57,54,49,40,2,Career Concern,Layanan kampus dan fasilitas,Positif
MHS-00466,Kedokteran,4,37,76,59,53,1,Academic Pressure,Kegiatan dan komunitas,Netral
MHS-00467,Kedokteran,2,86,50,70,58,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-00468,MIPA,2,63,45,87,68,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-00469,Hukum,3,93,50,76,82,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-00470,Ilmu Budaya,1,57,80,59,41,1,Academic Pressure,Layanan kampus dan fasilitas,Positif
MHS-00471,Hukum,4,66,69,50,42,2,Career Concern,Kesepian dan adaptasi sosial,Negatif
MHS-00472,MIPA,4,71,54,81,78,4,Balanced Wellbeing,Kegiatan dan komunitas,Negatif
MHS-00473,MIPA,3,60,53,81,62,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Negatif
MHS-00474,Ilmu Budaya,7,50,78,61,53,1,Academic Pressure,Biaya kuliah dan keuangan,Negatif
MHS-00475,MIPA,5,73,59,84,77,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Netral
MHS-00476,MIPA,8,42,71,28,59,3,Social Adaptation,Dukungan dosen dan dosen wali,Netral
MHS-00477,Kedokteran,7,60,64,44,55,2,Career Concern,Kecemasan karier dan magang,Positif
MHS-00478,Kedokteran,8,68,71,61,45,1,Academic Pressure,Kecemasan karier dan magang,Negatif
MHS-00479,MIPA,1,74,38,89,70,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-00480,Ilmu Budaya,1,76,55,82,73,4,Balanced Wellbeing,Kecemasan karier dan magang,Negatif
MHS-00481,MIPA,3,67,48,77,72,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Positif
MHS-00482,Ilmu Budaya,6,51,63,53,47,1,Academic Pressure,Kesepian dan adaptasi sosial,Negatif
MHS-00483,Hukum,3,78,43,74,84,4,Balanced Wellbeing,Dukungan dosen dan dosen wali,Positif
MHS-00484,MIPA,3,60,68,34,36,3,Social Adaptation,Kesepian dan adaptasi sosial,Netral
MHS-00485,Hukum,1,69,48,64,47,2,Career Concern,Kesepian dan adaptasi sosial,Negatif
MHS-00486,Kedokteran,1,65,75,62,43,2,Career Concern,Kesepian dan adaptasi sosial,Negatif
MHS-00487,Ilmu Budaya,2,44,62,33,50,3,Social Adaptation,Layanan kampus dan fasilitas,Netral
MHS-00488,Hukum,6,36,56,42,59,3,Social Adaptation,Beban tugas dan ujian,Negatif
MHS-00489,Ekonomi dan Bisnis,5,48,64,57,74,3,Social Adaptation,Layanan kampus dan fasilitas,Netral
MHS-00490,Kedokteran,6,63,59,36,59,3,Social Adaptation,Biaya kuliah dan keuangan,Positif
MHS-00491,Kedokteran,7,84,49,91,84,4,Balanced Wellbeing,Layanan kampus dan fasilitas,Negatif
MHS-00492,MIPA,5,59,60,48,64,3,Social Adaptation,Kesepian dan adaptasi sosial,Netral
MHS-00493,Hukum,8,73,49,71,70,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Positif
MHS-00494,Hukum,4,59,63,48,47,2,Career Concern,Kegiatan dan komunitas,Netral
MHS-00495,Kedokteran,2,59,54,54,34,2,Career Concern,Biaya kuliah dan keuangan,Negatif
MHS-00496,Ekonomi dan Bisnis,4,43,88,36,43,1,Academic Pressure,Biaya kuliah dan keuangan,Positif
MHS-00497,MIPA,6,62,60,66,51,2,Career Concern,Kesepian dan adaptasi sosial,Positif
MHS-00498,Ekonomi dan Bisnis,6,72,58,76,83,4,Balanced Wellbeing,Kegiatan dan komunitas,Positif
MHS-00499,Ekonomi dan Bisnis,7,51,75,47,58,1,Academic Pressure,Kecemasan karier dan magang,Netral
MHS-00500,Ekonomi dan Bisnis,6,75,47,71,78,4,Balanced Wellbeing,Kesepian dan adaptasi sosial,Positif
MHS-00501,MIPA,1,46,83,56,55,1,Academic Pressure,Kegiatan dan komunitas,Negatif
MHS-00502,Teknik,3,74,36,80,69,4,Balanced Wellbeing,Kecemasan karier dan magang,Positif
MHS-00503,Teknik,6,68,62,33,48,3,Social Adaptation,Kesepian dan adaptasi sosial,Positif
MHS-00504,Ekonomi dan Bisnis,4,89,47,76,69,4,Balanced Wellbeing,Biaya kuliah dan keuangan,Negatif
MHS-00505,MIPA,2,51,87,66,53,1,Academic Pressure,Kecemasan karier dan magang,Netral
MHS-00506,Kedokteran,8,79,36,83,80,4,Balanced Wellbeing,Beban tugas dan ujian,Negatif
MHS-00507,MIPA,8,55,84,59,61,1,Academic Pressure,Layanan kampus dan fasilitas,Negatif
MHS-00508,MIPA,3,77,42,92,67,4,Balanced Wellbeing,Beban tugas dan ujian,Positif
MHS-00509,Ekonomi dan Bisnis,3,52,48,56,45,2,Career Concern,Kegiatan dan komunitas,Positif
MHS-00510,Ilmu Budaya,1,54,78,59,46,1,Academic Pressure,Beban tugas dan ujian,Negatif
MHS-00511,Hukum,2,49,71,57,54,1,Academic Pressure,Biaya kuliah dan keuangan,Netral
