student_id,fakultas_code,norm_wellbeing,norm_pressure,norm_social,norm_career,cluster_label,pca_dim1,pca_dim2
MHS-01540,4,0.63,0.55,0.53,0.39,2,0.224,-0.435
MHS-01541,4,0.5,0.74,0.59,0.36,1,-0.317,-0.413
MHS-01542,4,0.62,0.48,0.52,0.46,2,0.224,-0.27
MHS-01543,0,0.72,0.39,0.8,0.83,4,0.733,0.05
MHS-01544,3,0.67,0.65,0.63,0.37,2,0.076,-0.461
MHS-01545,4,0.88,0.36,0.84,0.74,4,1.195,-0.259
MHS-01546,4,0.54,0.64,0.35,0.73,3,-0.197,0.769
MHS-01547,0,0.52,0.61,0.59,0.42,2,-0.147,-0.293
MHS-01548,3,0.56,0.9,0.52,0.43,1,-0.66,-0.328
MHS-01549,4,0.45,0.84,0.57,0.5,1,-0.871,-0.003
MHS-01550,1,0.44,0.64,0.49,0.52,3,-0.482,0.098
MHS-01551,4,0.45,0.54,0.48,0.47,3,-0.189,0.025
MHS-01552,2,0.61,0.48,0.58,0.4,2,0.317,-0.366
MHS-01553,2,0.68,0.71,0.51,0.37,2,-0.014,-0.456
MHS-01554,2,0.94,0.46,0.77,0.63,4,0.941,-0.28
MHS-01555,2,0.51,0.81,0.53,0.6,1,-0.68,0.353
MHS-01556,0,0.66,0.85,0.65,0.43,1,-0.464,-0.396
MHS-01557,0,0.49,0.91,0.65,0.56,1,-0.749,-0.126
MHS-01558,0,0.46,0.64,0.44,0.5,3,-0.237,-0.021
MHS-01559,1,0.46,0.57,0.36,0.51,3,-0.362,0.464
MHS-01560,2,0.63,0.4,0.71,0.76,4,0.304,-0.217
MHS-01561,0,0.53,0.62,0.62,0.53,2,-0.187,-0.178
MHS-01562,1,0.51,0.83,0.55,0.47,1,-0.606,-0.283
MHS-01563,4,0.37,0.9,0.59,0.54,1,-0.928,-0.007
MHS-01564,2,0.66,0.66,0.64,0.41,2,-0.102,-0.465
MHS-01565,2,0.59,0.86,0.44,0.7,1,-0.607,0.523
MHS-01566,2,0.61,0.63,0.7,0.44,2,-0.109,-0.487
MHS-01567,1,0.48,0.82,0.58,0.63,1,-0.586,0.048
MHS-01568,4,0.4,0.85,0.56,0.49,1,-0.773,0.01
MHS-01569,2,0.53,0.84,0.51,0.53,1,-0.539,0.113
MHS-01570,2,0.4,0.63,0.74,0.47,2,-0.636,-0.6
MHS-01571,2,0.46,0.5,0.34,0.48,3,0.08,0.35
MHS-01572,4,0.4,0.75,0.57,0.45,1,-0.815,-0.261
MHS-01573,3,0.56,0.85,0.51,0.53,1,-0.607,0.139
MHS-01574,3,0.62,0.63,0.61,0.46,2,0.02,-0.222
MHS-01575,4,0.46,0.61,0.49,0.42,1,-0.143,-0.125
MHS-01576,0,0.8,0.53,0.91,0.73,4,0.33,-0.307
MHS-01577,5,0.82,0.51,0.86,0.64,4,0.589,-0.472
MHS-01578,5,0.93,0.38,0.81,0.68,4,1.194,-0.206
MHS-01579,5,0.52,0.73,0.49,0.48,1,-0.306,0.034
MHS-01580,2,0.57,0.69,0.64,0.47,2,-0.145,-0.357
MHS-01581,3,0.73,0.45,0.89,0.75,4,0.72,-0.173
MHS-01582,5,0.73,0.48,0.77,0.72,4,0.316,-0.1
MHS-01583,3,0.64,0.7,0.53,0.4,2,-0.213,-0.43
MHS-01584,2,0.52,0.62,0.3,0.68,3,-0.12,0.829
MHS-01585,5,0.52,0.58,0.5,0.44,2,-0.226,0.018
MHS-01586,2,0.62,0.46,0.58,0.36,2,0.296,-0.518
MHS-01587,0,0.45,0.66,0.36,0.68,3,-0.357,0.728
MHS-01588,4,0.43,0.88,0.64,0.67,1,-0.92,0.184
MHS-01589,3,0.67,0.77,0.56,0.45,1,-0.467,-0.106
MHS-01590,0,0.71,0.79,0.51,0.42,2,-0.082,-0.147
MHS-01591,2,0.53,0.72,0.55,0.39,1,-0.391,-0.367
MHS-01592,0,0.44,0.65,0.42,0.7,1,-0.345,0.61
MHS-01593,2,0.8,0.46,0.85,0.7,4,0.601,-0.371
MHS-01594,3,0.58,0.53,0.35,0.71,3,0.104,0.605
MHS-01595,4,0.75,0.32,0.84,0.78,4,0.866,-0.124
MHS-01596,3,0.6,0.56,0.6,0.52,2,0.05,-0.103
MHS-01597,4,0.53,0.64,0.51,0.49,2,-0.33,0.045
MHS-01598,0,0.65,0.56,0.55,0.59,2,0.359,0.056
MHS-01599,5,0.51,0.85,0.5,0.49,1,-0.491,-0.111
MHS-01600,1,0.54,0.87,0.43,0.58,1,-0.658,0.573
MHS-01601,3,0.58,0.68,0.32,0.67,3,-0.321,0.619
MHS-01602,2,0.64,0.67,0.57,0.41,2,-0.092,-0.106
MHS-01603,3,0.69,0.4,0.73,0.77,4,0.602,-0.003
MHS-01604,4,0.49,0.7,0.52,0.58,2,-0.391,-0.137
MHS-01605,2,0.37,0.81,0.49,0.54,1,-0.919,0.136
MHS-01606,5,0.5,0.54,0.37,0.61,3,-0.076,0.513
MHS-01607,2,0.73,0.41,0.81,0.78,4,0.454,0.03
MHS-01608,3,0.68,0.47,0.8,0.63,4,0.365,-0.059
MHS-01609,4,0.61,0.73,0.57,0.46,1,-0.138,-0.29
MHS-01610,4,0.28,0.69,0.45,0.53,1,-0.757,0.279
MHS-01611,3,0.62,0.5,0.94,0.75,4,0.235,-0.32
MHS-01612,4,0.87,0.51,0.82,0.72,4,0.788,-0.261
MHS-01613,3,0.53,0.47,0.68,0.36,2,0.067,-0.582
MHS-01614,4,0.48,0.65,0.25,0.53,3,-0.336,0.315
MHS-01615,5,0.44,0.74,0.52,0.59,1,-0.468,-0.001
MHS-01616,2,0.51,0.86,0.76,0.42,1,-0.73,-0.965
MHS-01617,5,0.64,0.55,0.65,0.55,2,0.248,-0.024
MHS-01618,0,0.44,0.48,0.43,0.53,3,-0.158,0.139
MHS-01619,4,0.54,0.83,0.53,0.5,1,-0.636,-0.061
MHS-01620,5,0.51,0.77,0.38,0.57,3,-0.445,0.303
MHS-01621,2,0.55,0.59,0.4,0.54,2,-0.005,0.259
MHS-01622,0,0.6,0.55,0.54,0.42,2,-0.067,-0.186
MHS-01623,2,0.4,0.72,0.65,0.45,1,-0.573,-0.312
MHS-01624,4,0.49,0.46,0.6,0.29,2,0.094,-0.825
MHS-01625,5,0.7,0.42,0.89,0.73,4,0.543,-0.212
MHS-01626,4,0.46,0.83,0.65,0.58,1,-0.764,0.075
MHS-01627,4,0.69,0.37,0.83,0.79,4,0.786,-0.094
MHS-01628,1,0.46,0.69,0.71,0.4,2,-0.406,-0.648
MHS-01629,0,0.48,0.8,0.57,0.68,1,-0.735,0.244
MHS-01630,5,0.63,0.84,0.41,0.42,1,-0.378,0.023
MHS-01631,1,0.48,0.7,0.57,0.61,2,-0.467,0.047
MHS-01632,4,0.58,0.64,0.26,0.64,3,-0.359,0.914
MHS-01633,0,0.56,0.56,0.75,0.44,2,0.007,-0.624
MHS-01634,0,0.74,0.53,0.79,0.66,4,0.522,-0.23
MHS-01635,3,0.71,0.5,0.95,0.81,4,0.38,-0.431
MHS-01636,2,0.98,0.37,0.88,0.74,4,1.338,-0.343
MHS-01637,1,0.66,0.47,0.93,0.75,4,0.365,-0.307
MHS-01638,0,0.39,0.57,0.43,0.67,3,-0.561,0.407
MHS-01639,4,0.24,0.66,0.33,0.5,3,-0.806,0.24
MHS-01640,4,0.63,0.51,0.63,0.42,2,0.331,-0.365
MHS-01641,4,0.84,0.45,0.89,0.71,4,0.906,-0.378
MHS-01642,0,0.64,0.76,0.52,0.55,1,-0.339,0.291
MHS-01643,2,0.45,0.63,0.59,0.4,2,-0.249,-0.324
MHS-01644,3,0.73,0.42,0.9,0.8,4,0.691,-0.084
MHS-01645,2,0.54,0.59,0.73,0.48,2,0.0,-0.422
MHS-01646,4,0.39,0.72,0.46,0.6,3,-0.538,0.43
MHS-01647,0,0.64,0.48,0.74,0.45,2,0.403,-0.641
MHS-01648,3,0.7,0.47,0.9,0.85,4,0.377,-0.133
MHS-01649,4,0.76,0.45,0.88,0.79,4,0.605,-0.253
MHS-01650,2,0.41,0.85,0.71,0.44,1,-0.826,-0.773
MHS-01651,0,0.5,0.59,0.43,0.63,3,-0.081,0.136
MHS-01652,2,0.46,0.69,0.37,0.55,3,-0.633,0.428
MHS-01653,5,0.56,0.84,0.58,0.42,1,-0.566,-0.165
MHS-01654,2,0.84,0.5,0.82,0.63,4,0.762,-0.28
MHS-01655,1,0.49,0.54,0.67,0.37,2,-0.09,-0.703
MHS-01656,3,0.89,0.42,0.75,0.73,4,0.873,-0.057
MHS-01657,4,0.76,0.43,0.77,0.78,4,0.852,0.108
MHS-01658,1,0.58,0.72,0.51,0.56,1,-0.311,0.117
MHS-01659,4,0.84,0.44,0.79,0.65,4,0.979,-0.426
MHS-01660,5,0.37,0.53,0.59,0.49,2,-0.407,-0.222
MHS-01661,3,0.55,0.65,0.52,0.44,1,-0.143,-0.174
MHS-01662,2,0.49,0.6,0.56,0.61,3,-0.27,-0.054
MHS-01663,0,0.36,0.52,0.4,0.59,3,-0.423,0.468
MHS-01664,3,0.59,0.73,0.35,0.49,3,-0.269,0.299
MHS-01665,5,0.71,0.5,0.87,0.57,4,0.462,-0.6
MHS-01666,0,0.41,0.84,0.57,0.42,1,-0.851,-0.455
MHS-01667,2,0.44,0.88,0.67,0.37,1,-0.899,-0.617
MHS-01668,1,0.66,0.57,0.63,0.31,2,0.322,-0.706
MHS-01669,0,0.48,0.63,0.39,0.71,3,-0.335,0.786
MHS-01670,0,0.43,0.94,0.59,0.68,1,-0.83,0.102
MHS-01671,4,0.45,0.59,0.62,0.41,2,-0.221,-0.381
MHS-01672,2,0.58,0.54,0.42,0.66,3,0.064,0.506
MHS-01673,0,0.66,0.61,0.43,0.45,2,0.305,-0.037
MHS-01674,5,0.57,0.65,0.32,0.6,3,-0.178,0.511
MHS-01675,5,0.77,0.51,0.83,0.68,4,0.636,-0.298
MHS-01676,5,0.6,0.56,0.59,0.48,2,-0.21,-0.208
MHS-01677,2,0.63,0.65,0.6,0.52,2,0.054,0.064
MHS-01678,0,0.84,0.57,0.74,0.88,4,0.411,0.218
MHS-01679,4,0.77,0.43,0.8,0.85,4,0.888,0.118
MHS-01680,0,0.41,0.87,0.58,0.41,1,-0.702,-0.374
MHS-01681,2,0.65,0.52,0.64,0.34,2,0.246,-0.771
MHS-01682,1,0.53,0.63,0.66,0.37,2,-0.283,-0.492
MHS-01683,0,0.39,0.84,0.65,0.53,1,-0.933,-0.191
MHS-01684,0,0.71,0.44,0.61,0.82,4,0.688,0.326
MHS-01685,3,0.6,0.55,0.33,0.48,3,-0.014,0.348
MHS-01686,3,0.45,0.55,0.69,0.36,2,-0.094,-0.589
MHS-01687,4,0.71,0.89,0.51,0.56,1,-0.53,0.269
MHS-01688,2,0.43,0.51,0.64,0.37,2,-0.22,-0.545
MHS-01689,4,0.77,0.48,0.69,0.7,4,0.633,0.013
MHS-01690,5,0.79,0.47,0.75,0.97,4,0.639,0.318
MHS-01691,1,0.3,0.91,0.48,0.6,1,-1.231,0.228
MHS-01692,1,0.48,0.84,0.66,0.47,1,-0.915,-0.378
MHS-01693,1,0.52,0.77,0.54,0.49,1,-0.427,-0.078
MHS-01694,1,0.41,0.68,0.47,0.63,1,-0.646,0.399
MHS-01695,4,0.52,0.75,0.33,0.47,3,-0.353,0.025
MHS-01696,4,0.43,0.97,0.73,0.56,1,-1.006,-0.326
MHS-01697,1,0.69,0.44,0.74,0.68,4,0.597,-0.159
MHS-01698,3,0.55,0.84,0.7,0.38,1,-0.559,-0.66
MHS-01699,2,0.44,0.84,0.41,0.45,1,-0.839,0.245
MHS-01700,5,0.43,0.74,0.34,0.61,1,-0.646,0.413
MHS-01701,1,0.54,0.7,0.64,0.48,2,-0.298,-0.357
MHS-01702,5,0.75,0.6,0.7,0.58,4,0.236,-0.105
MHS-01703,5,0.38,0.81,0.56,0.5,1,-0.981,-0.231
MHS-01704,0,0.79,0.5,0.74,0.87,4,0.412,0.194
MHS-01705,1,0.72,0.25,0.78,0.82,4,0.87,0.066
MHS-01706,0,0.52,0.96,0.57,0.46,1,-0.904,-0.22
MHS-01707,5,0.74,0.61,0.81,0.66,4,0.133,-0.262
MHS-01708,5,0.77,0.39,0.82,0.56,4,0.766,-0.424
MHS-01709,4,0.62,0.53,0.71,0.39,2,0.201,-0.562
MHS-01710,4,0.43,0.88,0.37,0.48,1,-0.826,0.177
MHS-01711,2,0.4,0.93,0.49,0.47,1,-1.106,-0.024
MHS-01712,5,0.92,0.47,0.79,0.79,4,1.032,0.128
MHS-01713,1,0.44,0.76,0.49,0.5,1,-0.605,-0.186
MHS-01714,3,0.51,0.73,0.45,0.58,1,-0.448,0.243
MHS-01715,1,0.48,0.58,0.51,0.52,3,-0.214,-0.088
MHS-01716,5,0.69,0.43,0.83,0.88,4,0.322,0.189
MHS-01717,0,0.75,0.61,0.72,0.64,4,0.477,-0.204
MHS-01718,5,0.7,0.35,0.73,0.77,4,0.648,0.092
MHS-01719,2,0.54,0.52,0.62,0.44,2,0.166,-0.424
MHS-01720,2,0.62,0.67,0.6,0.43,2,-0.073,-0.343
MHS-01721,1,0.63,0.47,0.79,0.71,4,0.368,-0.177
MHS-01722,1,0.41,1.0,0.53,0.48,1,-1.22,-0.21
MHS-01723,5,0.51,0.82,0.49,0.57,1,-0.548,0.303
MHS-01724,2,0.55,0.73,0.46,0.46,3,-0.5,-0.124
MHS-01725,5,0.68,0.29,0.82,0.77,4,0.825,0.013
MHS-01726,1,0.57,0.62,0.25,0.6,3,-0.138,0.72
MHS-01727,3,0.65,0.61,0.7,0.38,2,-0.058,-0.75
MHS-01728,0,0.43,0.81,0.59,0.45,1,-0.834,-0.223
MHS-01729,4,0.8,0.36,0.87,0.67,4,0.974,-0.515
MHS-01730,3,0.64,0.51,0.78,0.89,4,0.261,0.167
MHS-01731,1,0.53,0.8,0.53,0.47,1,-0.6,-0.168
MHS-01732,5,0.36,0.77,0.54,0.47,1,-0.841,-0.113
MHS-01733,0,0.67,0.65,0.5,0.58,1,-0.065,0.04
MHS-01734,3,0.76,0.61,0.82,0.75,4,0.31,-0.025
MHS-01735,2,0.7,0.44,0.63,0.32,2,0.675,-0.545
MHS-01736,4,0.42,0.73,0.53,0.59,1,-0.471,0.183
MHS-01737,5,0.82,0.47,0.66,0.68,4,0.778,0.029
MHS-01738,4,0.49,0.7,0.51,0.57,1,-0.478,0.082
MHS-01739,0,0.5,0.57,0.65,0.52,2,-0.194,-0.237
MHS-01740,0,0.39,0.73,0.65,0.59,1,-0.658,-0.049
MHS-01741,3,0.85,0.39,0.69,0.76,4,0.851,0.13
MHS-01742,1,0.38,0.82,0.64,0.57,1,-0.891,-0.161
MHS-01743,4,0.69,0.26,0.71,0.72,4,0.816,-0.032
MHS-01744,4,0.33,0.54,0.36,0.52,3,-0.451,0.377
MHS-01745,0,0.69,0.33,0.76,0.7,4,0.64,-0.168
MHS-01746,5,0.39,0.93,0.54,0.58,1,-1.236,0.1
MHS-01747,5,0.38,0.86,0.49,0.56,1,-1.08,0.081
MHS-01748,2,0.78,0.43,0.83,0.66,4,0.696,-0.25
MHS-01749,4,0.48,0.88,0.55,0.57,1,-0.991,-0.131
MHS-01750,5,0.66,0.67,0.59,0.4,2,0.072,-0.351
MHS-01751,3,0.65,0.6,0.69,0.5,2,0.009,-0.098
MHS-01752,4,0.62,0.34,0.72,0.66,4,0.651,-0.168
MHS-01753,2,0.55,0.66,0.6,0.61,2,-0.181,-0.153
MHS-01754,4,0.65,0.67,0.57,0.4,2,0.01,-0.403
MHS-01755,4,0.6,0.76,0.66,0.39,2,-0.418,-0.605
MHS-01756,4,0.45,0.69,0.57,0.62,1,-0.47,0.108
MHS-01757,3,0.72,0.44,0.78,0.7,4,0.657,-0.232
MHS-01758,4,0.38,0.71,0.48,0.58,1,-0.646,0.203
MHS-01759,5,0.43,0.53,0.59,0.45,2,0.01,-0.243
MHS-01760,2,0.86,0.54,0.84,0.89,4,0.613,0.004
MHS-01761,3,0.51,0.7,0.61,0.44,2,-0.307,-0.367
MHS-01762,0,0.56,0.65,0.58,0.51,2,-0.21,-0.15
MHS-01763,5,0.52,0.78,0.39,0.62,1,-0.482,0.564
MHS-01764,3,0.38,0.88,0.6,0.52,1,-1.067,-0.29
MHS-01765,5,0.74,0.45,0.63,0.68,4,0.706,0.254
MHS-01766,5,0.55,0.58,0.7,0.36,2,0.012,-0.649
MHS-01767,2,0.71,0.6,0.85,0.76,4,-0.004,-0.267
MHS-01768,1,0.53,0.67,0.53,0.57,2,-0.14,0.075
MHS-01769,1,0.5,0.85,0.34,0.66,1,-0.685,0.715
MHS-01770,3,0.69,0.65,0.57,0.36,2,0.114,-0.464
MHS-01771,0,0.47,0.51,0.55,0.59,2,-0.07,0.119
MHS-01772,3,0.87,0.39,0.74,0.71,4,0.931,0.162
MHS-01773,4,0.85,0.48,0.61,0.78,4,0.771,0.391
MHS-01774,5,0.71,0.61,0.93,0.79,4,0.283,-0.355
MHS-01775,2,0.9,0.56,0.72,0.64,4,0.711,-0.292
MHS-01776,4,0.78,0.44,0.73,0.81,4,0.624,0.171
MHS-01777,4,0.62,0.57,0.61,0.46,2,-0.054,-0.333
MHS-01778,1,0.75,0.41,0.8,0.8,4,0.737,0.03
MHS-01779,0,0.5,0.83,0.34,0.47,1,-0.699,0.164
MHS-01780,3,0.67,0.38,0.93,0.63,4,0.573,-0.574
MHS-01781,4,0.5,0.66,0.54,0.7,3,-0.453,0.226
MHS-01782,3,0.78,0.48,0.87,0.89,4,0.543,0.057
MHS-01783,2,0.56,0.64,0.56,0.49,2,-0.346,0.03
MHS-01784,2,0.75,0.45,0.74,0.72,4,0.616,-0.051
MHS-01785,2,0.48,0.58,0.55,0.4,2,-0.103,-0.294
MHS-01786,2,0.51,0.49,0.5,0.63,3,-0.1,0.263
MHS-01787,4,0.66,0.52,0.84,0.92,4,0.37,0.367
MHS-01788,3,0.59,0.55,0.59,0.47,2,0.237,-0.149
MHS-01789,2,0.42,0.73,0.59,0.49,1,-0.468,-0.373
MHS-01790,4,0.68,0.62,0.57,0.54,2,-0.035,-0.023
MHS-01791,1,0.35,0.9,0.52,0.4,1,-1.14,-0.173
MHS-01792,0,0.43,0.53,0.42,0.61,3,-0.182,0.356
MHS-01793,5,0.53,0.57,0.39,0.55,3,0.076,0.425
MHS-01794,5,0.71,0.5,0.71,0.59,4,0.325,-0.199
MHS-01795,4,0.44,0.69,0.7,0.5,2,-0.42,-0.369
MHS-01796,1,0.68,0.71,0.76,0.44,2,-0.247,-0.617
MHS-01797,3,0.53,0.41,0.33,0.53,3,0.108,0.309
MHS-01798,1,0.45,0.78,0.66,0.66,1,-0.508,0.016
MHS-01799,2,0.51,0.87,0.59,0.72,1,-0.901,0.177
MHS-01800,3,0.89,0.54,0.65,0.78,4,0.749,0.294
MHS-01801,3,0.83,0.52,0.95,0.79,4,0.615,-0.476
MHS-01802,4,0.44,0.86,0.58,0.58,1,-0.699,0.003
MHS-01803,5,0.6,0.65,0.56,0.42,2,-0.045,-0.192
MHS-01804,3,0.82,0.58,0.8,0.71,4,0.537,-0.085
MHS-01805,1,0.58,0.65,0.76,0.23,2,-0.073,-1.077
MHS-01806,5,0.6,0.58,0.59,0.47,2,0.124,-0.175
MHS-01807,4,0.58,0.59,0.66,0.46,2,-0.032,-0.456
MHS-01808,3,0.57,0.51,0.4,0.74,3,0.076,0.516
MHS-01809,5,0.95,0.48,0.72,0.74,4,0.909,-0.144
MHS-01810,2,0.35,0.68,0.39,0.49,1,-0.565,0.298
MHS-01811,4,0.89,0.57,0.77,0.66,4,0.562,-0.318
MHS-01812,5,0.55,0.55,0.5,0.22,2,-0.168,-0.378
MHS-01813,0,0.54,0.63,0.69,0.36,2,-0.222,-0.549
MHS-01814,3,0.57,0.59,0.39,0.64,3,-0.056,0.552
MHS-01815,3,0.82,0.46,0.66,0.76,4,0.663,0.36
MHS-01816,3,0.48,0.63,0.51,0.58,3,-0.303,0.233
MHS-01817,4,0.42,0.58,0.46,0.62,3,-0.311,0.511
MHS-01818,4,0.46,0.58,0.36,0.48,3,-0.261,0.228
MHS-01819,3,0.68,0.6,0.56,0.35,2,0.314,-0.279
MHS-01820,4,0.31,0.94,0.62,0.53,1,-1.207,-0.068
MHS-01821,4,0.34,0.8,0.71,0.52,1,-0.809,-0.351
MHS-01822,5,0.44,0.6,0.3,0.52,3,-0.247,0.433
MHS-01823,1,0.61,0.78,0.57,0.5,1,-0.456,-0.044
MHS-01824,2,0.58,0.73,0.51,0.56,1,-0.309,0.229
MHS-01825,3,0.87,0.44,0.85,0.69,4,1.049,-0.434
MHS-01826,0,0.45,0.61,0.48,0.47,3,-0.508,0.072
MHS-01827,1,0.5,0.99,0.48,0.71,1,-1.106,0.246
MHS-01828,0,0.63,0.55,0.33,0.62,3,0.222,0.643
MHS-01829,1,0.44,0.5,0.74,0.58,2,-0.19,-0.377
MHS-01830,3,0.4,0.73,0.53,0.52,1,-0.687,0.058
MHS-01831,1,0.72,0.5,0.75,0.75,4,0.568,-0.231
MHS-01832,4,0.57,0.54,0.69,0.56,2,-0.055,-0.17
MHS-01833,5,0.78,0.44,0.78,0.65,4,0.575,-0.256
MHS-01834,5,0.49,0.49,0.54,0.37,2,0.062,-0.205
MHS-01835,0,0.5,0.78,0.57,0.49,1,-0.528,-0.141
MHS-01836,0,0.72,0.65,0.68,0.46,2,0.131,-0.368
MHS-01837,5,0.61,0.73,0.57,0.59,2,-0.212,-0.002
MHS-01838,4,0.43,0.4,0.31,0.59,3,-0.063,0.569
MHS-01839,5,0.51,0.85,0.67,0.59,1,-0.814,-0.178
MHS-01840,4,0.56,0.78,0.38,0.51,1,-0.553,0.274
MHS-01841,1,0.51,0.74,0.53,0.54,1,-0.619,0.123
MHS-01842,0,0.45,0.87,0.6,0.39,1,-0.758,-0.354
MHS-01843,3,0.53,0.75,0.48,0.44,2,-0.625,0.059
MHS-01844,2,0.78,0.6,0.87,0.82,4,0.344,0.117
MHS-01845,0,0.38,0.76,0.57,0.52,1,-0.544,-0.077
MHS-01846,4,0.73,0.39,0.82,0.75,4,0.73,-0.174
MHS-01847,5,0.54,0.78,0.63,0.37,2,-0.375,-0.327
MHS-01848,4,0.59,0.5,0.55,0.36,2,0.198,-0.407
MHS-01849,5,0.38,0.85,0.53,0.41,1,-1.003,-0.252
MHS-01850,4,0.6,0.48,0.2,0.62,3,0.306,0.676
MHS-01851,3,0.78,0.55,0.86,0.67,4,0.465,-0.356
MHS-01852,4,0.45,0.69,0.24,0.54,3,-0.604,0.606
MHS-01853,4,0.67,0.54,0.63,0.42,2,0.23,-0.414
MHS-01854,2,0.5,0.56,0.57,0.46,2,-0.166,-0.111
MHS-01855,5,0.76,0.37,0.79,0.6,4,0.649,-0.278
MHS-01856,4,0.35,0.75,0.6,0.54,1,-0.853,-0.111
MHS-01857,5,0.72,0.5,0.7,0.78,4,0.535,0.23
MHS-01858,3,0.47,0.84,0.58,0.56,1,-0.825,0.089
MHS-01859,0,0.68,0.46,0.65,0.84,4,0.421,0.28
MHS-01860,2,0.39,0.93,0.55,0.52,1,-1.022,-0.149
MHS-01861,3,0.66,0.57,0.62,0.55,2,0.094,-0.179
MHS-01862,4,0.81,0.51,0.8,0.94,4,0.526,0.276
MHS-01863,5,0.42,0.64,0.53,0.41,2,-0.368,-0.283
MHS-01864,3,0.45,0.66,0.49,0.63,3,-0.53,0.172
MHS-01865,5,0.68,0.61,0.71,0.87,4,0.233,0.346
MHS-01866,1,0.51,0.91,0.64,0.52,1,-0.892,-0.189
MHS-01867,3,0.72,0.45,0.71,0.65,4,0.551,-0.033
MHS-01868,3,0.56,0.83,0.57,0.44,1,-0.368,-0.358
MHS-01869,2,0.49,0.61,0.42,0.66,3,-0.348,0.71
MHS-01870,3,0.43,0.67,0.56,0.42,1,-0.68,-0.22
MHS-01871,0,0.62,0.79,0.77,0.46,1,-0.361,-0.462
MHS-01872,0,0.81,0.64,0.68,0.66,4,0.185,0.018
MHS-01873,3,0.77,0.51,0.68,0.81,4,0.521,0.273
MHS-01874,5,0.64,0.72,0.49,0.59,1,-0.123,0.238
MHS-01875,1,0.49,0.83,0.54,0.63,1,-0.695,0.087
MHS-01876,5,0.71,0.6,0.64,0.45,2,0.207,-0.424
MHS-01877,0,0.44,1.0,0.55,0.62,1,-1.154,0.11
MHS-01878,4,0.58,0.72,0.29,0.55,3,-0.081,0.499
MHS-01879,2,0.51,0.66,0.46,0.62,3,-0.32,0.529
MHS-01880,0,0.51,0.7,0.49,0.67,3,-0.425,0.353
MHS-01881,5,0.59,0.6,0.53,0.41,2,-0.004,-0.218
MHS-01882,1,0.51,0.56,0.44,0.52,3,-0.205,0.228
MHS-01883,3,0.43,0.89,0.53,0.54,1,-0.843,-0.228
MHS-01884,0,0.37,0.84,0.66,0.59,1,-0.843,-0.061
MHS-01885,3,0.67,0.62,0.7,0.36,2,0.126,-0.752
MHS-01886,3,0.74,0.39,0.76,0.76,4,0.792,-0.241
MHS-01887,1,0.64,0.6,0.62,0.46,2,0.224,-0.501
MHS-01888,1,0.45,0.84,0.51,0.54,1,-0.564,0.183
MHS-01889,3,0.75,0.44,0.78,0.87,4,0.768,0.201
MHS-01890,3,0.53,0.55,0.62,0.48,2,0.026,-0.425
MHS-01891,2,0.52,0.81,0.69,0.47,1,-0.548,-0.405
MHS-01892,1,0.42,0.78,0.24,0.5,3,-0.564,0.514
MHS-01893,4,0.81,0.3,0.79,0.84,4,0.995,0.124
MHS-01894,1,0.41,0.8,0.54,0.61,1,-0.509,0.1
MHS-01895,3,0.54,0.83,0.57,0.48,1,-0.725,-0.25
MHS-01896,5,0.57,0.46,0.45,0.56,3,0.187,0.284
MHS-01897,1,0.43,0.61,0.4,0.57,3,-0.446,0.325
MHS-01898,1,0.67,0.72,0.75,0.68,2,-0.09,-0.126
MHS-01899,0,0.81,0.46,0.8,0.76,4,0.687,-0.4
MHS-01900,4,0.48,0.53,0.71,0.44,2,-0.106,-0.536
MHS-01901,1,0.52,0.59,0.26,0.52,3,-0.107,0.625
MHS-01902,5,0.67,0.28,0.72,0.69,4,0.805,-0.147
MHS-01903,3,0.51,0.59,0.48,0.44,3,-0.139,-0.075
MHS-01904,3,0.55,0.53,0.37,0.63,3,0.044,0.629
MHS-01905,5,0.72,0.45,0.89,0.79,4,0.371,-0.201
MHS-01906,5,0.68,0.66,0.82,0.79,4,0.007,0.006
MHS-01907,2,0.64,0.61,0.72,0.4,2,0.045,-0.539
MHS-01908,5,0.57,0.56,0.56,0.42,2,0.048,-0.498
MHS-01909,2,0.52,0.65,0.39,0.66,3,-0.28,0.557
MHS-01910,3,0.65,0.53,0.55,0.27,2,0.197,-0.61
MHS-01911,2,0.63,0.58,0.63,0.43,2,0.228,-0.406
MHS-01912,0,0.46,0.78,0.61,0.57,1,-0.7,0.034
MHS-01913,4,0.63,0.54,0.64,0.42,2,0.16,-0.43
MHS-01914,5,0.38,0.78,0.53,0.52,1,-0.686,0.097
MHS-01915,2,0.69,0.49,0.88,0.82,4,0.249,-0.048
MHS-01916,2,0.54,0.66,0.66,0.45,1,-0.137,-0.523
MHS-01917,3,0.84,0.44,0.82,0.85,4,0.794,0.07
MHS-01918,3,0.57,0.48,0.65,0.56,2,0.082,-0.218
MHS-01919,5,0.53,0.62,0.74,0.39,2,-0.084,-0.729
MHS-01920,2,0.6,0.45,0.77,0.66,4,0.293,-0.181
MHS-01921,4,0.88,0.34,0.71,0.79,4,0.894,0.191
MHS-01922,0,0.39,0.56,0.36,0.59,3,-0.071,0.449
MHS-01923,5,0.45,0.87,0.55,0.54,1,-1.072,-0.092
MHS-01924,2,0.42,0.91,0.61,0.42,1,-0.976,-0.398
